Zakład;Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Utworzone przez;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Przestój;Urządzenie;Lokalizacja funkc.;Dotyczy urządzenia;Lokalizacja;Stanowisko robocze;Opis;Czas przestoju;Jedn. czasu przest.;Nr zlecenia;Status zawiadomienia;Opis;Notification Long Text;Grupa planistów;Wpływ;Dot. lokaliz. funkc.;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Tekst pozycji;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Tekst przyczyny;Rodzaj zlecenia;Krótki tekst;Status systemu;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu;Oznaczenie obiektu
PLPA;12703736;1P;27.06.2025;JANUSCEZA1;27.06.2025;09:07:47;;00:00:00;;00:00:00;;00:00:00;;10126856;PLPA-PR-U12-011312-003;;UGP12;90300020;Wyciek oleju z silnika na ślimaku m4;0,00E+00;H;;MOBI WTZW;;;P05;3;;;;;;;;;;;;;;;;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół kartoniarek SCHUBERT;
PLPA;12703740;1P;27.06.2025;KOPCZALBE1;27.06.2025;08:30:14;27.06.2025;10:43:13;27.06.2025;09:04:44;27.06.2025;10:28:13;X;10126188;PLPA-PR-U12-011312-002;10126190;UGP12;90300020;Brak ssawek na CV;2,22E+00;H;50000226882;MOBI PRZL ZWZK;;27.06.2025 10:28:37 CET GABRIEL RYCHTA (RYCHTGABR2);P05;2;PLPA-PR-U12-011312-002;ZPM5;103;Zużycie;;;;;;;;;PLM6;Brak ssawek pobierających na CV;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;NUTELLA B-READY MODELATOR;PLPA-PR-U12-011312;NUTELLA B-READY;1-Klejarka wodna wafla;2-Robot przekładający (CV) 1
PLPA;12703810;1P;27.06.2025;MUSZYGRZE1;27.06.2025;08:47:48;28.06.2025;07:32:23;28.06.2025;07:17:11;28.06.2025;07:17:23;;10079781;PLPA-PR-U21-010172-001;10079781;UGP21;90300020;Łańcuch za długi głośny;0,00E+00;H;50000226438;MOBI PRZL ZWZK;;27.06.2025 08:51:07 CET GRZEGORZ MUSZYŃSKI (MUSZYGRZE1) Hałas ---------------------------------------- 28.06.2025 07:17:33 CET;P02;1;PLPA-PR-U21-010172-001;ZPM5;103;Zużycie;;;;;;;;;PLM1;Łańcuch za długi głośny;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Kartoniarka IFC T55;1-Kartoniarka IFC T55
PLPA;12703824;1P;27.06.2025;RYCHTLUKA1;27.06.2025;09:49:43;;00:00:00;27.06.2025;06:00:43;27.06.2025;08:30:14;X;10227834;PLPA-LG-001-100010-003;10227834;FACILITIES;90300020;USZKODZONY ŁAŃCUCH OBROTU;0,00E+00;H;50000226847;PRZL WTZW;;27.06.2025 09:53:37 CET ŁUKASZ RYCHTA (RYCHTLUKA1) Założenie i regulacja łańcycha obrotnu na obrotnicy b0514;P07;3;PLPA-LG-001-100010-003;ZPM5;100;Deformacja;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY ŁAŃCUCH OBROTU;ZWOL CZPT BrMt BŁKL KWS  PRRO;Ring;PLPA-LG-001-100010;Magazyn opakowań;1-Obrotnice;1-Obrotnice
PLPA;12703830;1P;27.06.2025;PISKOJACE1;27.06.2025;09:18:52;27.06.2025;09:55:20;27.06.2025;09:00:52;27.06.2025;09:40:20;X;10108498;PLPA-PR-U32-012015;10108498;UGP32;90300020;AWARIA CZUJNIKA POZIOMU;6,08E-01;H;50000226805;PRZL ZWZK;;27.06.2025 09:56:35 CET JACEK PISKÓRZ (PISKOJACE1) uszkodzony termostat / wymiana;P03;3;PLPA-PR-U32-012015;ZPM5;100;Deformacja;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA CZUJNIKA POZIOMU;ZWOL CZPT DMNK KWS  NPT  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Chłodnia;1-Chłodnia
PLPA;12703849;1P;27.06.2025;MUSZYGRZE1;27.06.2025;11:06:44;28.06.2025;07:35:51;28.06.2025;07:20:37;28.06.2025;07:20:51;;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Przekladacz z fondella;0,00E+00;H;50000226962;MOBI PRZL ZWZK;;27.06.2025 11:12:01 CET GRZEGORZ MUSZYŃSKI (MUSZYGRZE1) Uszkodzony siłownik obrotu pobierania figurki zatarty ----------------;P02;2;PLPA-PR-U21-010172-001;ZPM5;103;Zużycie;;;;;;;;;PLM1;Przekladacz z fondella;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12703901;PT;27.06.2025;ZWOLIPIOT1;27.06.2025;09:35:43;;00:00:00;27.06.2025;09:36:20;;00:00:00;;10126876;PLPA-PR-U12-011312-003;;UGP12;90300020; Kartoniarka NR. 2 T6 10126876 Przegląd;0,00E+00;H;50000226823;PRZL WTZW;;;P05;;;;;;;;;;;;;;PLM2; Kartoniarka NR. 2 T6 10126876 Przegląd;ZWOL CZPT BrMt DMNK KWS  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;2 - Kartoniarka T8-15 NR.2 MA004639;
PLPA;12703904;PT;27.06.2025;ZWOLIPIOT1;27.06.2025;09:41:49;;00:00:00;27.06.2025;09:42:42;;00:00:00;;10126876;PLPA-PR-U12-011312-003;;UGP12;90300020; Kartoniarka NR. 2 T6 10126876 Przegląd;0,00E+00;H;50000226824;PRZL WTZW;;;P05;;;;;;;;;;;;;;PLM2; Kartoniarka NR. 2 T6 10126876 Przegląd;ZWOL CZPT BrMt DMNK KWS  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;2 - Kartoniarka T8-15 NR.2 MA004639;
PLPA;12703905;PT;27.06.2025;ZWOLIPIOT1;27.06.2025;09:43:12;;00:00:00;27.06.2025;09:43:52;;00:00:00;;10126876;PLPA-PR-U12-011312-003;;UGP12;90300020; Kartoniarka NR. 2 T6 10126876 Przegląd;0,00E+00;H;50000226825;PRZL WTZW;;;P05;;;;;;;;;;;;;;PLM2; Kartoniarka NR. 2 T6 10126876 Przegląd;ZWOL BrMt DMNK KWS  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;2 - Kartoniarka T8-15 NR.2 MA004639;
PLPA;12703906;PT;27.06.2025;ZWOLIPIOT1;27.06.2025;09:44:28;;00:00:00;27.06.2025;09:44:53;;00:00:00;;10126876;PLPA-PR-U12-011312-003;;UGP12;90300020; Kartoniarka NR. 2 T6 10126876 Przegląd;0,00E+00;H;50000226826;PRZL WTZW;;;P05;;;;;;;;;;;;;;PLM2; Kartoniarka NR. 2 T6 10126876 Przegląd;ZWOL CZPT BrMt DMNK KWS  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;2 - Kartoniarka T8-15 NR.2 MA004639;
PLPA;12703909;1P;27.06.2025;GOZDZRAFA2;27.06.2025;10:26:05;;00:00:00;27.06.2025;10:26:05;;00:00:00;X;10108495;PLPA-PR-U32-012015;;UGP32;90300020;MONTAZ ZASLEPEK;0,00E+00;H;50000226827;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;MONTAZ ZASLEPEK;ZWOL CZPT BrMt KWS  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zesp. Smoczków olejowych;
PLPA;12703930;1P;27.06.2025;SIERAAGNI1;27.06.2025;10:11:43;;00:00:00;;00:00:00;;00:00:00;X;10115322;PLPA-PR-U21-010121-073;10115322;UGP21;90300030;Zatrzymanie bez alarmu;0,00E+00;H;;MOBI WTZW;;;P21;3;PLPA-PR-U21-010121-073;;;;;;;;;;;;;;;KS LINIA PAKOWANIA GR-07 8;PLPA-PR-U21-010121;KINDER SURPRISE;1-Maszyna Pakująca GR07 - 8;1-Maszyna Pakująca GR07 - 8
PLPA;12703951;1P;27.06.2025;MUSZYGRZE1;27.06.2025;11:32:44;27.06.2025;13:51:13;27.06.2025;13:35:36;27.06.2025;13:36:13;;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Łańcuch przed  sjatem luźny;0,00E+00;H;50000226922;MOBI PRZL ZWZK;;27.06.2025 11:36:24 CET GRZEGORZ MUSZYŃSKI (MUSZYGRZE1) Hałas ---------------------------------------- 27.06.2025 13:36:21 CET;P02;1;PLPA-PR-U21-010172-001;ZPM5;100;Deformacja;;;;;;;;;PLM1;Łańcuch przed  sjatem luźny;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12703952;1P;27.06.2025;SZYSZANDR1;27.06.2025;11:36:27;;00:00:00;27.06.2025;06:50:00;27.06.2025;07:40:00;X;10167738;PLPA-PR-U13-010401-003;10167738;UGP13;90300020;NAPRAWA WTYKU TRANSPORTERA;0,00E+00;H;50000226433;PRZL WTZW;;27.06.2025 11:38:57 CET Andrzej Szyszka (SZYSZANDR1) naprawa kabla i wtyczki grzalka/czujnik temperatury.;P14;3;PLPA-PR-U13-010401-003;ZPM6;110;Przerwa w obwodzie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;NAPRAWA WTYKU TRANSPORTERA;ZAK  CZPT BrMt KWS  PRRO;TABLETS Pakowanie;PLPA-PR-U13-010401;TABLETS;1-Linia pakowania 1;1-Linia pakowania 1
PLPA;12703953;1P;27.06.2025;SZYSZANDR1;27.06.2025;11:41:34;;00:00:00;27.06.2025;09:10:34;27.06.2025;09:45:00;X;10167611;PLPA-PR-U13-010401-001;10167611;UGP13;90300020;ODLACZENIE ZASILANIA ZBIORNIKA,MIESZADLA;0,00E+00;H;50000226434;PRZL WTZW;;27.06.2025 11:43:30 CET Andrzej Szyszka (SZYSZANDR1) odlaczenie zasilania zbiornika/mieszadla.;P14;3;PLPA-PR-U13-010401-001;ZPM6;107;Awaria sterowania;;;;;ZPM5;106;Przegląd, serwis lub wymiana nie na czas;;PLM1;ODLACZENIE ZASILANIA ZBIORNIKA,MIESZADLA;ZAK  CZPT BrMt KWS  PRRO;TABLETS Creams;PLPA-PR-U13-010401;TABLETS;1-Zbiornik T6 (Masło kakaowe);1-Zbiornik T6 (Masło kakaowe)
PLPA;12703954;PQ;27.06.2025;MUCHAADAM1;27.06.2025;12:25:24;;00:00:00;27.06.2025;12:28:47;;00:00:00;;10227581;PLPA-LG-001-100080-001;;FACILITIES;90300020;INTEGRACJA AGILOX;0,00E+00;H;50000226435;PRZL WTZW;;;P07;;;;;;;;;;;;;;PLM4;INTEGRACJA AGILOX;ZWOL DMNK KWS  NPT  PRRO;Wózki autonomiczne AGV;PLPA-LG-001-100080;Wózki autonomiczne AGV;1-Agilox MARIO - NUTELLA/KB3;
PLPA;12703955;PQ;27.06.2025;MUCHAADAM1;27.06.2025;13:17:22;;00:00:00;27.06.2025;13:18:12;;00:00:00;;10227481;PLPA-LG-001-100060-001;;FACILITIES;90300020;Przegląd wind;0,00E+00;H;50000226436;PRZL WTZW;;;P07;;;;;;;;;;;;;;PLM4;Przegląd wind;ZWOL CZPT BrMt KWS  PRRO;Budynek - Magazyn Odrzywołek;PLPA-LG-001-100060;Magazyn Odrzywołek;1-Windy i przenośniki;
PLPA;12703958;1P;27.06.2025;CZAPNGRZE1;27.06.2025;19:10:34;28.06.2025;05:44:50;27.06.2025;19:15:48;27.06.2025;19:33:40;X;10116595;PLPA-PR-U11-010703-005;10116595;UGP11;90300020;Ustawienie windy;1,06E+01;H;50000226832;MOBI PRZL ZWZK;;27.06.2025 19:34:55 CET DARIUSZ BAJORYŃSKI (BAJORDARI1) Regulacja pozycji półek windy.;P11;3;PLPA-PR-U11-010703-005;ZPM5;100;Deformacja;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Ustawienie windy;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4;1-Linia ważąco-pakujaca T-15 -4
PLPA;12703961;1P;27.06.2025;GOZDZRAFA2;27.06.2025;10:30:11;;00:00:00;27.06.2025;10:30:11;;00:00:00;X;10166628;PLPA-PR-U32-012210;;UGP03;90300020;MONTAZ KRYZY DO SPUSZCZENIA OLEJU;0,00E+00;H;50000226828;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;MONTAZ KRYZY DO SPUSZCZENIA OLEJU;ZWOL CZPT BrMt BŁKL KWS  PRRO;Jasny krem (TAV/K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Konsza VE3314K;
PLPA;12703965;1P;27.06.2025;SMYLANDR1;27.06.2025;10:44:13;27.06.2025;15:55:59;27.06.2025;10:44:13;27.06.2025;15:40:59;X;10108494;PLPA-PR-U32-012015;10108494;UGP32;90300020;MYCIE KOLUMNY;5,20E+00;H;50000226829;PRZL ZWZK;;27.06.2025 15:40:51 CET Andrzej Smyl (SMYLANDR1) Tel. 486610693 demontaż i montaż zaślepek, wymiana zaworu ręcznego trasa so;P03;3;PLPA-PR-U32-012015;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;106;Przegląd, serwis lub wymiana nie na czas;;PLM6;MYCIE KOLUMNY;ZWOL CZPT BrMt KWS  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Skruber;1-Skruber
PLPA;12703967;1P;27.06.2025;CHMIEPIOT1;27.06.2025;12:00:40;;00:00:00;27.06.2025;12:03:44;;00:00:00;X;10080052;PLPA-PR-U22-010320-001;;UGP31;90300020;UGP31;0,00E+00;H;50000226830;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM6;UGP31;ZWOL DMNK KWS  NPT  PRRO;KJ STREFA WYPIEKU WAFLA;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;1-Piec do wypieku wafla KJ;
PLPA;12704081;1P;27.06.2025;GOZDZRAFA2;27.06.2025;12:16:55;;00:00:00;27.06.2025;12:16:55;;00:00:00;X;10166708;PLPA-PR-U32-012211;;UGP03;90300020;WYMIANA FILTRÓW I USZCZELNIENIA SMIGLA;0,00E+00;H;50000226848;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;WYMIANA FILTRÓW I USZCZELNIENIA SMIGLA;ZWOL CZPT BrMt BŁKL KWS  PRRO;Ciemny krem (K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik PR3SH004 kakao 2;
PLPA;12704098;1P;27.06.2025;SIERAAGNI1;27.06.2025;15:26:52;;00:00:00;;00:00:00;;00:00:00;X;10115311;PLPA-PR-U21-010121-033;10115311;UGP21;90300020;Nie pobiera jajka;0,00E+00;H;;MOBI WTZW;;;P21;3;PLPA-PR-U21-010121-033;;;;;;;;;;;;;;;KS LINIA PAKOWANIA GR-07 4;PLPA-PR-U21-010121;KINDER SURPRISE;1-Robot TLD600 4;1-Robot TLD600 4
PLPA;12704123;1P;27.06.2025;ZIELIPIOT1;27.06.2025;14:24:04;27.06.2025;16:46:14;27.06.2025;15:35:11;27.06.2025;16:14:36;X;10116558;PLPA-PR-U11-010703-007;10116558;UGP11;90300030;Waga nasypowa-źle waży;2,37E+00;H;50000226716;MOBI PRZL ZWZK;;27.06.2025 16:14:58 CET PIOTR KIJAK (KIJAKPIOT1);P11;2;PLPA-PR-U11-010703-007;ZPM6;107;Awaria sterowania;;;;;;;;;PLM1;Waga nasypowa-źle waży;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T-285;1-Linia pakowania T-285
PLPA;12704124;1P;27.06.2025;JANUSCEZA1;27.06.2025;14:39:08;27.06.2025;17:18:19;27.06.2025;15:02:03;27.06.2025;15:32:29;X;10126921;PLPA-PR-U12-011312-004;10126924;UGP12;90300020;Zatory na canetato;2,65E+00;H;50000226883;MOBI PRZL ZWZK;;27.06.2025 15:34:41 CET GABRIEL RYCHTA (RYCHTGABR2) Obserwacje maszyny ,czyszczenie prowadnic ,zerowanie łańcucha;P05;3;PLPA-PR-U12-011312-004;ZPM5;102;Zacinanie się;;;;;;;;;PLM1;Zatory na canetato;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE T2 AUTOMAT;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespól Flowpacków T2;2 - Linia automatycznego pakowania T2 II
PLPA;12704130;1P;27.06.2025;PACUCPRZE1;27.06.2025;13:19:20;27.06.2025;14:39:40;27.06.2025;13:20:22;27.06.2025;14:24:05;X;10126826;PLPA-PR-U12-011312-003;10126826;UGP12;90300030;Nieprawidłowa praca wydmuchu;1,34E+00;H;50000226960;MOBI PRZL ZWZK;;27.06.2025 14:32:03 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Flowpack Acma nr. 4. Wymiana płyty sygnałowej metal detektoru. Wspó;P05;3;PLPA-PR-U12-011312-003;ZPM6;108;Błąd pomiaru;;;;;;;;;PLM1;Nieprawidłowa praca wydmuchu;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół flowpacków  ACMA;1 - Zespół flowpacków  ACMA
PLPA;12704172;PT;27.06.2025;KOTULGRZE1;27.06.2025;13:49:35;;00:00:00;27.06.2025;13:51:43;;00:00:00;;10107450;PLPA-PR-U22-010320-002;;UGP22;90300020;Przegląd przekładacza na transporter sia;0,00E+00;H;50000226713;PRZL WTZW;;;P12;;;;;;;;;;;;;;PLM2;Przegląd przekładacza na transporter sia;ZWOL CZPT DMNK KWS  NPT  PRRO;KJ MODELATOR TARTUFINO;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;1-Przekładacz na transporter siatkowy;
PLPA;12704173;PT;27.06.2025;KOTULGRZE1;27.06.2025;13:55:16;;00:00:00;27.06.2025;13:56:54;;00:00:00;;10107438;PLPA-PR-U22-010320-002;;UGP22;90300020;Przegląd zębatek i smarowanie przekładac;0,00E+00;H;50000226714;PRZL WTZW;;;P12;;;;;;;;;;;;;;PLM2;Przegląd zębatek i smarowanie przekładac;ZWOL BrMt KWS  PRRO;KJ MODELATOR TARTUFINO;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;2-Przekładacz wafla 1;
PLPA;12704174;PT;27.06.2025;KOTULGRZE1;27.06.2025;13:58:43;;00:00:00;27.06.2025;13:59:20;;00:00:00;;10107439;PLPA-PR-U22-010320-002;;UGP22;90300020;Przegląd zębatek i smarowanie przekładac;0,00E+00;H;50000226715;PRZL WTZW;;;P12;;;;;;;;;;;;;;PLM2;Przegląd zębatek i smarowanie przekładac;ZWOL CZPT BrMt KWS  PRRO;KJ MODELATOR TARTUFINO;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;2-Przekładacz wafla 2;
PLPA;12704187;PT;27.06.2025;GROTEARKA1;27.06.2025;13:59:44;;00:00:00;27.06.2025;14:01:03;;00:00:00;;10103081;PLPA-PR-U21-010121-001;;UGP21;90300020;Wymiana łańcucha;0,00E+00;H;50000226980;PRZL WTZW;;;P21;;;;;;;;;;;;;;PLM2;Wymiana łańcucha;ZWOL CZPT DMNK KWS  NPT  PRRO;KS MODELATOR;PLPA-PR-U21-010121;KINDER SURPRISE;1-Modelator;
PLPA;12704200;1P;27.06.2025;JANUSCEZA1;27.06.2025;13:52:09;27.06.2025;15:13:08;27.06.2025;14:32:15;27.06.2025;15:11:12;X;10126826;PLPA-PR-U12-011312-003;10126826;UGP12;90300030;Nie wyrzuca detektorów m4;1,35E+00;H;50000226695;MOBI PRZL ZWZK;;27.06.2025 15:12:27 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Sprawdzenie sygnału z fotokomórki od odrzutu oraz sprawdzenie poprawn;P05;3;PLPA-PR-U12-011312-003;ZPM6;108;Błąd pomiaru;;;;;;;;;PLM1;Nie wyrzuca detektorów m4;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół flowpacków  ACMA;1 - Zespół flowpacków  ACMA
PLPA;12704249;1P;27.06.2025;JASTRANTO1;27.06.2025;19:33:00;27.06.2025;22:05:27;27.06.2025;21:50:00;27.06.2025;21:50:27;X;10116556;PLPA-PR-U11-010703-007;10116556;UGP11;90300030;Złe dozowanie cukierka w opakowanie;2,54E+00;H;50000226718;MOBI PRZL ZWZK;;27.06.2025 21:54:53 CET Tomasz Wojnarowski (WOJNATOMA1) Waga nasypowa vrac. Opróżnianie wagi z cukierka, tarowanie szalek, reg;P11;2;PLPA-PR-U11-010703-007;ZPM6;107;Awaria sterowania;;;;;;;;;PLM1;Złe dozowanie cukierka w opakowanie;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa;1-Waga wielogłowicowa
PLPA;12704390;1P;27.06.2025;WATALARTU1;27.06.2025;14:59:49;;00:00:00;27.06.2025;14:59:49;;00:00:00;X;10166705;PLPA-PR-U32-012211;10166705;UGP03;90300020;MONTAZ;0,00E+00;H;50000226553;PRZL WTZW;;27.06.2025 15:01:52 CET Artur WATAŁA (WATALARTU1) wymiana uszczelnienia w zbiorniku oraz montaz filtrow;P03;3;PLPA-PR-U32-012211;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM1;MONTAZ;ZWOL CZPT BrMt BŁKL KWS  PRRO;Ciemny krem (K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik PR3SH005 kakao 1;1-Zbiornik PR3SH005 kakao 1
PLPA;12704391;1P;27.06.2025;WATALARTU1;27.06.2025;15:03:43;;00:00:00;27.06.2025;15:03:43;;00:00:00;X;10108501;PLPA-PR-U32-012015;10108501;UGP32;90300020;MONTAZ;0,00E+00;H;50000226554;PRZL WTZW;;27.06.2025 15:05:35 CET Artur WATAŁA (WATALARTU1) montaz rur pod zbiornikiem oleju oraz lecytyny;P03;3;PLPA-PR-U32-012015;ZPM5;105;Zatkanie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM1;MONTAZ;ZWOL CZPT BrMt KWS  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik Olej B9X05;1-Zbiornik Olej B9X05
PLPA;12704392;1P;27.06.2025;WATALARTU1;27.06.2025;15:07:16;;00:00:00;27.06.2025;15:07:16;;00:00:00;X;10108393;PLPA-PR-U32-012111-002;10108393;UGP32;90300020;PYLENIE;0,00E+00;H;50000226555;PRZL WTZW;;27.06.2025 15:08:23 CET Artur WATAŁA (WATALARTU1) wymiana lacznika leastycznego miedzy rurami;P03;3;PLPA-PR-U32-012111-002;ZPM5;106;Wyciek;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM1;PYLENIE;ZWOL CZPT BrMt KWS  PRRO;PREP. Kremu NUT/KJ;PLPA-PR-U32-012111;PREP. Kremu NUT;1-Zbiornik Mleko odtłuszczone TS9206;1-Zbiornik Mleko odtłuszczone TS9206
PLPA;12704403;1P;27.06.2025;SMYLANDR1;27.06.2025;15:42:35;27.06.2025;17:04:25;27.06.2025;15:42:35;27.06.2025;16:49:25;X;10210248;PLPA-PR-U32-012210;10210248;UGP03;90300020;USZKODZONA USZCZELKA;1,36E+00;H;50000226831;PRZL ZWZK;;27.06.2025 16:49:48 CET Andrzej Smyl (SMYLANDR1) Tel. 486610693 wymiana uszczelki sita allgaiera;P03;3;PLPA-PR-U32-012210;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM6;USZKODZONA USZCZELKA;ZWOL CZPT BŁKL DMNK KWS  NPT  PRRO;Jasny krem (TAV/K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik Czekolada V=2x31m3;1-Zbiornik Czekolada V=2x31m3
PLPA;12704532;1P;27.06.2025;GOZDZRAFA2;27.06.2025;16:13:50;;00:00:00;27.06.2025;16:13:50;;00:00:00;X;10108488;PLPA-PR-U32-012015;;UGP32;90300020;SKRECANIE PO MYCIU;0,00E+00;H;50000226717;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;SKRECANIE PO MYCIU;ZWOL CZPT BrMt KWS  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik RSPO SG NUTEX HF3 B9X6;
PLPA;12704575;1P;27.06.2025;JAROSMARC1;27.06.2025;23:44:55;28.06.2025;00:41:33;27.06.2025;23:48:24;28.06.2025;00:30:47;X;10102263;PLPA-PR-U43-011446;10102263;UGP43;90300020;Pęknięty pasek napędowy;9,44E-01;H;50000227002;MOBI PRZL ZWZK;;28.06.2025 00:32:20 CET WOJCIECH ZIELIŃSKI (ZIELIWOJC1) Wymiana paska napędu stickera;P04;3;PLPA-PR-U43-011446;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM1;Pęknięty pasek napędowy;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;KB 2. Pakowanie T6;PLPA-PR-U43;UGP43 KINDER BUENO;1-Etykieciarka T6 manual;1-Etykieciarka T6 manual
PLPA;12704595;1P;27.06.2025;DABROADAM2;27.06.2025;19:10:21;;00:00:00;27.06.2025;19:10:21;;00:00:00;X;10079548;PLPA-PR-U11-010703-001;;UGP31;90300020;WYMIANA BOLCA ZAMKA;0,00E+00;H;50000226738;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;WYMIANA BOLCA ZAMKA;ZAK  CZPT BrMt KWS  PRRO;PIECE Z NAWILŻACZAMI RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Piec do wypieku wafla RAF 2;
PLPA;12704627;1P;27.06.2025;JASINPIOT1;27.06.2025;18:18:05;;00:00:00;27.06.2025;18:19:58;;00:00:00;;10115814;PLPA-PR-U13-010177-002;10115814;UGP06;90300020;Zapchane filtry;0,00E+00;H;50000226961;MOBI PRZL ZWZK;;14.07.2025 09:32:31 CET PIOTR JANKOWSKI (JANKOPIOT1) Tel. 48 671 4671 Zrealizowane - zamykam;P14;3;PLPA-PR-U13-010177-002;;;;;;;;;;;;PLM6;Zapchane filtry;ZAK  CZPT BŁKL DMNK KWS  MOBI NPT  PRRO;GF RO PAKOWANIE BUHLER;PLPA-PR-U13-010177;FC ROCHER(MODELATOR&PAKOWANIE)NEW;1-Linia pakowania GFR 1;1-Linia pakowania GFR 1
