Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12654578;PT;19.05.2025;07:13:35;00:00:00;;10151835;PLPA-PR-U11-010703-005;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Drukarka laserowa + odkurzacz
12654579;PT;19.05.2025;07:14:40;00:00:00;;10151842;PLPA-PR-U11-010703-005;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Drukarka laserowa + odkurzacz
12654600;PT;19.05.2025;07:16:34;00:00:00;;10132969;PLPA-PR-U11-010703-005;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Drukarka laserowa + odkurzacz
12654601;PT;19.05.2025;07:18:40;00:00:00;;10151851;PLPA-PR-U11-010703-005;UGP11;WYMIANA FILTRÓW ODKURZACZA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Odkurzacz
12654602;PT;19.05.2025;07:21:20;00:00:00;;10079714;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD ROBOTA;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Robot do pakowania T3, T4 lub T1 3
12654603;PT;19.05.2025;07:23:47;00:00:00;;10116412;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD LINII PAKOWANIA;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania wieloformat. T15/T23
12654604;PT;19.05.2025;07:37:19;00:00:00;;10116417;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD WAGI PRZEPŁYWOWEJ;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga przepływowa
12654871;PT;19.05.2025;11:14:15;00:00:00;;10129607;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD SERWISOWY POMPY -PRZEGLĄD TYPU;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pompa próżniowa
12654872;PT;19.05.2025;11:16:47;00:00:00;;10129610;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD SERWISOWY POMPY -PRZEGLĄD TYPU;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pompa próżniowa
12654903;1P;19.05.2025;10:43:35;12:00:27;X;10158831;PLPA-PR-U11-010703-006;UGP11;Źle składa display;1,28E+00;H;2;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12655236;1P;19.05.2025;16:03:08;16:40:16;;10158831;PLPA-PR-U11-010703-006;UGP11;Rozwala displaya wkładając w karton;0,00E+00;H;2;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12655253;1P;19.05.2025;16:38:23;00:00:00;X;10115783;PLPA-PR-U11-010703-006;UGP11;Grzałka w kartoniarce nie grzeje;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12655281;1P;19.05.2025;17:36:17;20:50:36;;10116451;PLPA-PR-U11-010718;UGP11;Kartoniarka nr3 display uszkodzona.;0,00E+00;H;3;103;Zużycie;;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12654938;1P;19.05.2025;16:44:40;17:48:56;X;10132055;PLPA-PR-U11-010721;UGP11;Urwana prowadnica siłownika;1,07E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12655198;1P;19.05.2025;18:47:09;20:36:36;X;10115783;PLPA-PR-U11-010703-006;UGP11;Awaria grzałki kartoniarki;1,82E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12655299;1P;19.05.2025;17:50:21;00:00:00;X;10115783;PLPA-PR-U11-010703-006;UGP11;Kartoniarka uszkodzona grzałka;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12655508;1P;19.05.2025;20:51:09;01:39:43;X;10079605;PLPA-PR-U11-010703-004;UGP11;Awaria pistoletu od klejarki;4,81E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Transportery
12655386;1P;19.05.2025;21:36:40;00:00:00;X;10116398;PLPA-PR-U11-010703-004;UGP11;Awaria odcinania;0,00E+00;H;3;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12655543;1P;19.05.2025;23:02:53;01:32:48;;10116398;PLPA-PR-U11-010703-004;UGP11;Wymiana noży;0,00E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12656148;1P;20.05.2025;11:43:33;12:19:52;X;10115782;PLPA-PR-U11-010703-004;UGP11;Uszkodzony pas pod metaldetectorem;6,05E-01;H;2;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12656731;1P;20.05.2025;19:35:36;00:00:00;X;10116398;PLPA-PR-U11-010703-004;UGP11;Problem z korekcją;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12657075;1P;21.05.2025;02:35:34;00:00:00;X;10125848;PLPA-PR-U11-010719;UGP11;SILNIK;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 10 T45 L.19 RAFFAE;PLPA-PR-U11;UGP11 RAFFAELLO;1-Etykieciarka 1
12656926;1P;21.05.2025;02:12:31;00:00:00;;10115783;PLPA-PR-U11-010703-006;UGP11;Uszkodzony silnik kartoniarki formatela;0,00E+00;H;3;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12657319;1P;21.05.2025;08:25:31;00:00:00;;10118184;PLPA-PR-U11-010703-003;UGP11;Uszkodzona osłona piły;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12657295;1P;21.05.2025;08:37:34;00:00:00;X;10132060;PLPA-PR-U11-010721;UGP11;Rozmazany nadruk daty kartonik;0,00E+00;H;2;;;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Drukarka
12657742;1P;21.05.2025;12:37:19;12:59:02;;10115782;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;0,00E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12657929;1P;21.05.2025;19:13:22;20:54:15;X;10116403;PLPA-PR-U11-010703-004;UGP11;Uszkodzony pas za metaldetektorem;1,68E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12657939;1P;21.05.2025;21:21:48;00:17:24;X;10115783;PLPA-PR-U11-010703-006;UGP11;Uszkodzona blacha prowadzaca formatello;2,93E+00;H;2;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12659501;PT;22.05.2025;13:09:48;00:00:00;;10216762;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD SERWISOWY PRASY BELUJĄCEJ AK807;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Prasa belująca
12659748;1P;22.05.2025;17:29:03;17:50:12;X;10116830;PLPA-PR-U11-010717;UGP11;Awaria czujnika;3,52E-01;H;3;107;Awaria sterowania;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12659923;1P;22.05.2025;18:21:32;20:36:54;;10116398;PLPA-PR-U11-010703-004;UGP11;Ogólny alarm;0,00E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12659893;1P;22.05.2025;21:52:45;23:05:09;;10158831;PLPA-PR-U11-010703-006;UGP11;Żle składany display;0,00E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12659925;1P;22.05.2025;18:40:59;20:36:42;;10116394;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;0,00E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12659929;1P;22.05.2025;19:45:02;00:00:00;X;10229889;PLPA-UT-041-100000-005;UGP11;Problem z ciśnieniem sprężonego powietr;0,00E+00;H;3;;;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12659999;1P;22.05.2025;20:37:38;21:51:43;;10115784;PLPA-PR-U11-010703-006;UGP11;Brak pobierania pirotino;0,00E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12660043;1P;22.05.2025;21:25:00;22:39:49;X;10118185;PLPA-PR-U11-010703-003;UGP11;Zerwana piła;1,25E+00;H;2;104;Złamanie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 2
12660066;1P;22.05.2025;23:37:12;17:55:58;X;10152109;PLPA-PR-U11-010703-002;UGP11;Awaria windy bufor paletyzacja;1,83E+01;H;2;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12660123;1P;22.05.2025;23:05:46;00:02:58;;10115783;PLPA-PR-U11-010703-006;UGP11;Brak pracy przekładacza cukierka;0,00E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12660143;1P;22.05.2025;22:40:18;23:26:33;;10117895;PLPA-PR-U11-010703-003;UGP11;Zapchany filtr od laboteka;0,00E+00;H;1;105;Zatkanie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 -Zespół podawania migdała
12660152;1P;23.05.2025;00:08:08;17:55:46;X;10119219;PLPA-PR-U11-010717;UGP11;Zerwana taśma Flex link;1,78E+01;H;3;104;Złamanie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Rendgen
12660214;1P;23.05.2025;06:24:21;08:19:50;X;10152112;PLPA-PR-U11-010703-002;UGP11;Krzywo złożony kartonik;1,92E+00;H;3;100;Deformacja;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12660228;1P;23.05.2025;08:43:30;10:13:12;X;10115782;PLPA-PR-U11-010703-004;UGP11;Porwany pas pod metaldetektorem;1,50E+00;H;2;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12660660;1P;23.05.2025;11:20:38;13:00:00;X;10117895;PLPA-PR-U11-010703-003;UGP11;Niski poziom migdała w zasypach;1,66E+00;H;2;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 -Zespół podawania migdała
12660537;1P;23.05.2025;14:08:18;15:46:04;X;10116568;PLPA-PR-U11-010703-005;UGP11;Awaria przekładacza;1,63E+00;H;3;104;Złamanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12660659;1P;23.05.2025;12:25:44;15:45:32;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kartoniarka display źle składa;3,33E+00;H;2;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12660740;1P;23.05.2025;12:36:56;00:00:00;X;10116398;PLPA-PR-U11-010703-004;UGP11;Problem z korekcją na maszynie numer 5;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12660618;1P;23.05.2025;13:33:50;15:45:14;X;10158831;PLPA-PR-U11-010703-006;UGP11;Urwany pręt dociskający karton zbiorczy;2,19E+00;H;2;104;Złamanie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12660686;1P;23.05.2025;15:28:52;17:36:35;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria kartoniarki 1;2,13E+00;H;3;100;Deformacja;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12660954;1P;23.05.2025;19:16:05;00:00:00;X;10116830;PLPA-PR-U11-010717;UGP11;Awaria pirotini;0,00E+00;H;2;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12660983;1P;23.05.2025;18:29:32;02:55:45;X;10116474;PLPA-PR-U11-010718;UGP11;Wymiana rękojeśca;8,44E+00;H;1;103;Zużycie;;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Szafa sterownicza linii
12660887;1P;23.05.2025;19:25:24;05:56:02;X;10116831;PLPA-PR-U11-010717;UGP11;Awaria pirotini;1,05E+01;H;2;103;Zużycie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 3     003775
12661098;1P;23.05.2025;23:30:11;00:53:52;X;10116568;PLPA-PR-U11-010703-005;UGP11;Awaria wagi nasypowej nr 3;1,39E+00;H;3;107;Awaria sterowania;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12661197;1P;23.05.2025;22:44:48;00:54:33;X;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria przekładacza t15;2,16E+00;H;3;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12661222;1P;24.05.2025;00:02:38;04:41:00;X;10117913;PLPA-PR-U11-010703-003;UGP11;Luźny pasemka na 1 otwieraczu;4,64E+00;H;2;100;Deformacja;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111
12661234;1P;23.05.2025;23:51:57;05:55:47;X;10132055;PLPA-PR-U11-010721;UGP11;Rozkręcony siłownik;6,06E+00;H;3;103;Zużycie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12661235;1P;24.05.2025;23:59:55;04:40:00;X;10117910;PLPA-PR-U11-010703-003;UGP11;Luźny lancuch na napędzie nr 4;4,67E+00;H;3;100;Deformacja;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12661289;1P;24.05.2025;05:43:15;00:00:00;X;10117913;PLPA-PR-U11-010703-003;UGP11;Blokuje szczypce o ramę;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111
12661456;PQ;24.05.2025;09:57:10;00:00:00;;10116830;PLPA-PR-U11-010717;UGP11;Regulacja cięgna;0,00E+00;H;1;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12661214;1P;24.05.2025;06:41:48;07:12:27;X;10117913;PLPA-PR-U11-010703-003;UGP11;Otwieracz wypuszcza formę;5,11E-01;H;3;100;Deformacja;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111
12661467;1P;24.05.2025;06:47:42;09:05:45;X;10116394;PLPA-PR-U11-010703-004;UGP11;Zerwany pas po gwiazda;2,30E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12661522;1P;24.05.2025;10:16:51;11:51:01;X;10132055;PLPA-PR-U11-010721;UGP11;Urwana blaszka szuflady;1,57E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12661742;1P;24.05.2025;10:45:20;13:22:04;X;10116568;PLPA-PR-U11-010703-005;UGP11;Regulacja przekładacza 6x;2,61E+00;H;2;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12661845;1P;24.05.2025;14:50:54;00:00:00;X;10132055;PLPA-PR-U11-010721;UGP11;Awaria transportera;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12661928;1P;24.05.2025;17:07:32;00:00:00;X;10132047;PLPA-PR-U11-010721;UGP11;AWARIA URZĄDZENIA;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Transporter modułowy
12661929;1P;24.05.2025;17:11:47;00:00:00;X;10116593;PLPA-PR-U11-010703-005;UGP11;BRAK POBIERANIA KARTONÓW;0,00E+00;H;3;102;Zacinanie się;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12661718;1P;24.05.2025;20:11:33;22:16:13;X;10116398;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa maszyna numer 5;2,08E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12661933;1P;25.05.2025;00:35:08;02:15:47;X;10158831;PLPA-PR-U11-010703-006;UGP11;Regulacja zamykania kartonu zbiorczego;1,68E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12661884;1P;24.05.2025;18:36:49;22:16:33;X;10152109;PLPA-PR-U11-010703-002;UGP11;Pęknięte ssawki przekładacza;3,66E+00;H;3;103;Zużycie;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12661739;1P;24.05.2025;19:51:01;20:27:17;X;10125297;PLPA-PR-U11-010717;UGP11;Awaria pieca;6,04E-01;H;3;100;Deformacja;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Automatyczna zgrzewarka folii 1
12661957;1P;24.05.2025;20:01:06;00:00:00;X;10115782;PLPA-PR-U11-010703-004;UGP11;JONIZATOR (FLOWPACK);0,00E+00;H;3;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12661958;1P;24.05.2025;21:17:07;22:15:35;;10158831;PLPA-PR-U11-010703-006;UGP11;Gniecie displaye w zbiorczym.;0,00E+00;H;3;100;Deformacja;104;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12661986;1P;25.05.2025;01:08:53;05:36:54;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja noży i głowicy;4,47E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12662026;1P;24.05.2025;23:45:38;02:15:11;X;10152113;PLPA-PR-U11-010703-002;UGP11;Regulacja czapkarki;2,49E+00;H;3;102;Zacinanie się;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12662029;1P;25.05.2025;08:26:01;10:35:20;;10116394;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;0,00E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12661977;1P;24.05.2025;22:05:06;02:16:12;X;10115783;PLPA-PR-U11-010703-006;UGP11;Kartoniarka displej źle składa;4,18E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12661913;1P;25.05.2025;06:16:09;08:23:49;X;10116830;PLPA-PR-U11-010717;UGP11;Awaria magazynku pirotini;2,13E+00;H;3;104;Złamanie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12661915;1P;25.05.2025;09:26:16;06:59:04;X;10116466;PLPA-PR-U11-010718;UGP11;Uszkodzony sticker;2,15E+01;H;2;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania Piatta
12662137;1P;25.05.2025;05:02:28;08:23:32;X;10087519;PLPA-PR-U11-010717;UGP11;Awaria rozkladania górnego przekladqcza;3,35E+00;H;3;102;Zacinanie się;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12662129;1P;25.05.2025;06:56:13;00:00:00;;10117910;PLPA-PR-U11-010703-003;UGP11;Głośna praca wentylatora;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12662200;1P;25.05.2025;07:53:13;06:59:18;X;10087519;PLPA-PR-U11-010717;UGP11;Awaria czujnika rozsuwania górnej folii;2,31E+01;H;3;110;Przerwa w obwodzie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12662115;1P;25.05.2025;07:37:38;08:24:15;X;10087519;PLPA-PR-U11-010717;UGP11; Awaria przekladacza górnej folii;7,77E-01;H;3;103;Zużycie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12662376;1P;25.05.2025;13:11:13;00:00:00;X;10118187;PLPA-PR-U11-010703-003;UGP11;Karmel w polewie;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Instalacja technologiczna polewy
12662390;1P;25.05.2025;13:13:25;14:28:38;;10116403;PLPA-PR-U11-010703-004;UGP11;Awaria napędu gwiazdy;0,00E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12662450;1P;25.05.2025;18:32:49;06:58:53;X;10116831;PLPA-PR-U11-010717;UGP11;Uszkodzona tulejka pirotini;1,24E+01;H;3;100;Deformacja;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 3     003775
