Nr zlecenia;Rodzaj zlecenia;Zakład;Lokalizacja / zakład;Krótki tekst;Line functional location;Ozn. lokaliz. funkc.;Impianto functional location;Ozn. lokaliz. funkc.;Urządzenie;Oznaczenie obiektu;Odpow. stanow. rob.;Status systemu;Baz. term. rozp.;Baz.term.zak.;Wprowadził(a);Data wprowadzenia;Godzina utworzenia;Zawiadomienie;Rodzaj zawiadomienia;Notification Long Text;Utworzono dnia;Utworzone przez;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Czas przestoju;Jedn. czasu przest.;Zmienione przez;Zmienione dnia
50000226422;PLM6;PLPA;UGP43;BRAK ZASILANIA;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-002;KB 2. Modelator;10245253;1-Moduł tnący wafel górny 2;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;23.06.2025;;KONOPPIOT2;23.06.2025;20:59:42;12697559;1P;23.06.2025 21:03:41 CET Piotr Konopka (KONOPPIOT2) wymiana bezpiecznika;23.06.2025;KONOPPIOT2;ZPM6;108;Błąd pomiaru;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;23.06.2025;20:59:40;;00:00:00;23.06.2025;19:00:40;23.06.2025;19:15:27;0;H;KONOPPIOT2;23.06.2025
50000226423;PLM1;PLPA;UGP22;Ciągłość podawania kleju;PLPA-PR-U22;UGP22 KINDER JOY;PLPA-PR-U22-010335;KJ T3 VALIGETTA;10080143;1-Pakowaczka T3 1;90300030;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;24.06.2025;;SZULCMARC1;24.06.2025;11:55:26;12698493;1P;24.06.2025 13:46:59 CET Marcin Szulczyk (SZULCMARC1) Testowanie zamiennego czujnika na warsztacie. Montaż czujnika na maszynie;24.06.2025;BILSKMARI1;ZPM6;107;Awaria sterowania;;;;;;;24.06.2025;08:07:58;24.06.2025;13:58:05;24.06.2025;11:55:23;24.06.2025;13:43:05;5,84;H;SZULCMARC1;24.06.2025
50000226424;PLM1;PLPA;UGP11;Zsunięty pas na siacie;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-007;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;10116564;1-Zaklejacz kartonów;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;25.06.2025;;KALINROMA1;25.06.2025;09:07:50;12700351;1P;25.06.2025 09:19:57 CET Roman Kalinowski (KALINROMA1);25.06.2025;ZIELIPIOT1;ZPM5;102;Zacinanie się;;;;;;;25.06.2025;09:04:35;25.06.2025;09:34:48;25.06.2025;09:07:47;25.06.2025;09:19:48;0,5;H;DOROZKRZY1;07.07.2025
50000226425;PLM1;PLPA;UGP22;Awaria siłownika przesuwu folii;PLPA-PR-U22-010326;KJ LINIA 2;PLPA-PR-U22-010326-001;KJ 2 MODELATOR;10107562;1-Sarong zgrzewający 2.1;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;26.06.2025;;PAPISSTAN1;26.06.2025;10:45:43;12701619;1P;26.06.2025 13:09:12 CET STANISŁAW PAPIS (PAPISSTAN1) Naprawa bez wymiany;26.06.2025;HAJDUDAMI1;ZPM5;102;Zacinanie się;;;;;;;26.06.2025;10:38:58;26.06.2025;18:16:20;26.06.2025;10:45:39;26.06.2025;13:03:30;7,62;H;;
50000226426;PLM1;PLPA;UGP03;AWARIA MODUŁU GRZAŁEK KOLUMNY;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012215;Dezodoryzator 3;10219414;1-Zbiornik V=95m3;90300020;ZWOL CZPT BŁKL DMNK KWS  NPT  PRRO;26.06.2025;26.06.2025;DOMINJAKU2;26.06.2025;12:17:19;12701970;1P;26.06.2025 14:14:06 CET Jakub Dominiak (DOMINJAKU2) Wymiana sterwonika grzania (T51/6) pólki nr. 3;26.06.2025;DOMINJAKU2;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;26.06.2025;12:17:16;26.06.2025;13:15:46;26.06.2025;12:00:16;26.06.2025;13:00:46;0,97;H;DOMINJAKU2;26.06.2025
50000226427;PLM1;PLPA;UGP31;AWARIA OBWODU BEZPIECZEŃSTWA;PLPA-PR-U42-011443;KBW 2.;PLPA-PR-U42-011443-001;KBW 2. Piece z nawilżaczami;10244079;1-Piec wafla górnego KBW2;90300020;ZWOL CZPT BrMt KWS  PRRO;26.06.2025;26.06.2025;DOMINJAKU2;26.06.2025;14:15:06;12701977;1P;26.06.2025 14:17:19 CET Jakub Dominiak (DOMINJAKU2) Wymiana krańcówki zamknięcia drzwi. Reset obwodu bezpieczeństwa. 11:45-1;26.06.2025;DOMINJAKU2;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;26.06.2025;14:15:02;;00:00:00;26.06.2025;13:10:02;26.06.2025;13:50:09;0;H;;
50000226428;PLM1;PLPA;UGP31;USZKODZONY RYGIEL ZAMKA;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-001;PIECE Z NAWILŻACZAMI RAFFAELLO;10079548;1-Piec do wypieku wafla RAF 2;90300020;ZAK  CZPT BrMt KWS  PRRO;26.06.2025;26.06.2025;KRZYZRAFA1;26.06.2025;18:12:34;12703123;1P;26.06.2025 18:45:37 CET RAFAŁ KRZYŻANOWSKI (KRZYZRAFA1) Wymiana rygla;26.06.2025;KRZYZRAFA1;ZPM5;104;Złamanie;PM1;0010;Część bez kodu magazynowego;ZPM5;103;Błąd operatora/brak szkoleń użytkownika;26.06.2025;18:12:32;26.06.2025;18:55:55;26.06.2025;18:12:32;26.06.2025;18:40:55;0,72;H;DOROZKRZY1;07.07.2025
50000226429;PLM2;PLPA;UGP32;PRZYGOTOWANIE DO MYCIA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012015;Dezodorator 1;10108494;1-Skruber;90300020;OTW  BrMt DMNK KWS;26.06.2025;26.06.2025;KRZYZRAFA1;26.06.2025;18:50:25;12703124;PT;;26.06.2025;KRZYZRAFA1;;;;;;;;;;26.06.2025;18:50:24;;00:00:00;26.06.2025;18:50:24;;00:00:00;0;H;;
50000226430;PLM2;PLPA;UGP32;PRZYGOTOWANIE DO MYCIA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012015;Dezodorator 1;10108494;1-Skruber;90300020;OTW  BrMt DMNK KWS;26.06.2025;26.06.2025;KRZYZRAFA1;26.06.2025;18:54:28;12703125;PT;;26.06.2025;KRZYZRAFA1;;;;;;;;;;26.06.2025;18:54:27;;00:00:00;26.06.2025;18:54:26;;00:00:00;0;H;;
50000226431;PLM1;PLPA;UGP11;Brak szczelności na zgrzewie foli;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-007;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;10116558;1-Linia pakowania T-285;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;27.06.2025;;KALINROMA1;27.06.2025;01:05:59;12703383;1P;27.06.2025 01:27:51 CET Roman Kalinowski (KALINROMA1);27.06.2025;KOSIAKRZY1;ZPM5;100;Deformacja;;;;;;;27.06.2025;01:01:22;27.06.2025;09:22:15;27.06.2025;01:05:56;27.06.2025;01:27:42;8,35;H;DOROZKRZY1;07.07.2025
50000226432;PLM1;PLPA;UGP11;Uszkodzona navetta;PLPA-PR-U11;UGP11 RAFFAELLO;PLPA-PR-U11-010717;LINIA PAKUJĄCA ERMETICO RAFFAELLO;10116831;1-Maszyna pakująca Ermetico 3     003775;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;27.06.2025;;KALINROMA1;27.06.2025;01:06:46;12703367;1P;;27.06.2025;BISDOMI1;;;;;;;;;;27.06.2025;00:50:21;;00:00:00;27.06.2025;01:06:43;;00:00:00;0;H;DOROZKRZY1;07.07.2025
50000226433;PLM1;PLPA;UGP13;NAPRAWA WTYKU TRANSPORTERA;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-003;TABLETS Pakowanie;10167738;1-Linia pakowania 1;90300020;ZAK  CZPT BrMt KWS  PRRO;27.06.2025;27.06.2025;SZYSZANDR1;27.06.2025;11:36:33;12703952;1P;27.06.2025 11:38:57 CET Andrzej Szyszka (SZYSZANDR1) naprawa kabla i wtyczki grzalka/czujnik temperatury.;27.06.2025;SZYSZANDR1;ZPM6;110;Przerwa w obwodzie;;;;ZPM5;108;utrzymanie ruchu;27.06.2025;11:36:27;;00:00:00;27.06.2025;06:50:00;27.06.2025;07:40:00;0;H;DOROZKRZY1;07.07.2025
50000226434;PLM1;PLPA;UGP13;ODLACZENIE ZASILANIA ZBIORNIKA,MIESZADLA;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-001;TABLETS Creams;10167611;1-Zbiornik T6 (Masło kakaowe);90300020;ZAK  CZPT BrMt KWS  PRRO;27.06.2025;27.06.2025;SZYSZANDR1;27.06.2025;11:41:39;12703953;1P;27.06.2025 11:43:30 CET Andrzej Szyszka (SZYSZANDR1) odlaczenie zasilania zbiornika/mieszadla.;27.06.2025;SZYSZANDR1;ZPM6;107;Awaria sterowania;;;;ZPM5;106;Przegląd, serwis lub wymiana nie na czas;27.06.2025;11:41:34;;00:00:00;27.06.2025;09:10:34;27.06.2025;09:45:00;0;H;DOROZKRZY1;07.07.2025
50000226435;PLM4;PLPA;FACILITIES;INTEGRACJA AGILOX;PLPA-LG-001-100080;Wózki autonomiczne AGV;PLPA-LG-001-100080-001;Wózki autonomiczne AGV;10227581;1-Agilox MARIO - NUTELLA/KB3;90300020;ZWOL DMNK KWS  NPT  PRRO;27.06.2025;01.07.2025;MUCHAADAM1;27.06.2025;12:28:49;12703954;PQ;;27.06.2025;MUCHAADAM1;;;;;;;;;;27.06.2025;12:25:24;;00:00:00;27.06.2025;12:28:47;;00:00:00;0;H;;
50000226436;PLM4;PLPA;FACILITIES;Przegląd wind;PLPA-LG-001-100060;Magazyn Odrzywołek;PLPA-LG-001-100060-001;Budynek - Magazyn Odrzywołek;10227481;1-Windy i przenośniki;90300020;ZWOL CZPT BrMt KWS  PRRO;27.06.2025;01.07.2025;MUCHAADAM1;27.06.2025;13:18:13;12703955;PQ;;27.06.2025;MUCHAADAM1;;;;;;;;;;27.06.2025;13:17:22;;00:00:00;27.06.2025;13:18:12;;00:00:00;0;H;;
50000226437;PLM2;PLPA;FACILITIES;Wymiana zasyski i 6szt sygnalizatorów;PLPA-FA-001-100000;FAC B1 B2 B3 B4 B5 B6 GS MCZ;PLPA-FA-001-100000-001;Budynek 1 KS;;;90300020;ZWOL BrMt BŁKL DMNK KWS  PRRO;06.07.2025;06.07.2025;GODUSPRZE1;28.06.2025;06:39:35;12705140;PT;;28.06.2025;GODUSPRZE1;;;;;;;;;;28.06.2025;06:34:10;;00:00:00;28.06.2025;06:39:33;;00:00:00;0;H;GODUSPRZE1;28.06.2025
50000226438;PLM1;PLPA;UGP21;Łańcuch za długi głośny;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010172-001;FC PAKOWANIE IFC T55;10079781;1-Kartoniarka IFC T55;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;28.06.2025;;GADEKJACE1;28.06.2025;07:17:14;12703810;1P;27.06.2025 08:51:07 CET GRZEGORZ MUSZYŃSKI (MUSZYGRZE1) Hałas ---------------------------------------- 28.06.2025 07:17:33 CET;27.06.2025;MUSZYGRZE1;ZPM5;103;Zużycie;;;;;;;27.06.2025;08:47:48;28.06.2025;07:32:23;28.06.2025;07:17:11;28.06.2025;07:17:23;0;H;;
50000226439;PLM1;PLPA;UGP03;USZKODZONY MIERNIK TEMPERATURY;PLPA-PR-U32-012011;PREP. Kremu KB;PLPA-PR-U32-012011-001;Preparacja kremu KJ/KB/KBW;10108246;1-Plastyfikator kemu KJ jasny VE9001;90300020;ZWOL CZPT BrMt BŁKL KWS  PRRO;28.06.2025;28.06.2025;DUDEKMATE1;28.06.2025;14:53:40;12705146;1P;28.06.2025 14:54:42 CET Mateusz Dudek (DUDEKMATE1) wymiana;28.06.2025;DUDEKMATE1;ZPM6;108;Błąd pomiaru;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;28.06.2025;14:53:36;;00:00:00;28.06.2025;13:00:36;28.06.2025;13:40:15;0;H;;
50000226440;PLM1;PLPA;UGP13;Problem z pobieraniem kartoników;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-003;TABLETS Pakowanie;10167747;1-Linia pakowania 2;90300020;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;22.06.2025;;PETRZMARC1;22.06.2025;09:27:40;12696011;1P;22.06.2025 11:17:45 CET Marcin Petrzak (PETRZMARC1) Wymiana elektrozaworu;22.06.2025;SZURNDAMI1;ZPM5;102;Zacinanie się;;;;;;;22.06.2025;09:19:57;22.06.2025;11:26:16;22.06.2025;09:27:37;22.06.2025;11:00:00;2,11;H;DOROZKRZY1;07.07.2025
50000226441;PLM1;PLPA;UGP32;WYMIANA USZCZELKI PAROWEJ;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012115;Dezodorator 2;10110231;1-Wytwornica pary;90300020;ZWOL CZPT BrMt KWS  PRRO;22.06.2025;22.06.2025;KOWALHUBE2;22.06.2025;15:01:39;12696171;1P;;22.06.2025;KOWALHUBE2;;;;;;;;;;22.06.2025;15:01:37;;00:00:00;22.06.2025;15:01:37;;00:00:00;0;H;;
50000226442;PLM1;PLPA;UGP12;Regulacja chwytaka;PLPA-PR-U12-010801;KINDER CARDS;PLPA-PR-U12-010801-003;KINDER CARDS PAKOWANIE;10216514;1-Zespół kartoniarek Livetech;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;23.06.2025;;WOLNILUKA1;23.06.2025;03:47:33;12696512;1P;23.06.2025 05:03:14 CET ŁUKASZ WOLNIEWICZ (WOLNILUKA1) Regulacja zamykania;23.06.2025;MIKITMARC1;ZPM5;102;Zacinanie się;;;;;;;23.06.2025;03:44:15;23.06.2025;05:20:54;23.06.2025;03:47:29;23.06.2025;05:02:03;1,61;H;DOROZKRZY1;07.07.2025
50000226443;PLM1;PLPA;UGP43;AWARIA ZGRZEWANIA;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011444;KB / KBW Isola Multipack;10211758;1-Paletyzacja IHS(MULTIP KB/KBW)Magazyn;90300020;ZWOL CZPT BrMt KWS  PRRO;23.06.2025;23.06.2025;MALINKRYS1;23.06.2025;03:47:42;12696513;1P;23.06.2025 03:49:45 CET Krystian Malinowski (MALINKRYS1) wymiana drutu oporowego;23.06.2025;MALINKRYS1;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;23.06.2025;03:47:37;;00:00:00;23.06.2025;02:40:00;23.06.2025;03:15:00;0;H;;
50000226444;PLM2;PLPA;UGP41;UGP41;PLPA-PR-U41-011441;KB MINI 1.;PLPA-PR-U41-011441-002;KB MINI 1. Pakowanie;;;90300020;ZWOL DMNK KWS  NPT  PRRO;25.06.2025;25.06.2025;WELEWJARO1;23.06.2025;07:45:55;12696518;PT;;23.06.2025;WELEWJARO1;;;;;;;;;;23.06.2025;07:44:40;;00:00:00;23.06.2025;07:45:54;;00:00:00;0;H;WELEWJARO1;23.06.2025
50000226445;PLM1;PLPA;UGP43;Problem z silnikiem taśmy;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011447;KB 2. Carton Case;10174461;1- Maszyna foliująca Flowpack;90300030;ZWOL CZPT BrMt KWS  MOBI PRRO;23.06.2025;;PLATOKARO2;23.06.2025;15:16:18;12697236;1P;23.06.2025 15:34:38 CET Karol Płatos (PLATOKARO2);23.06.2025;FOLTYDARI1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;23.06.2025;15:11:05;23.06.2025;15:35:37;23.06.2025;15:16:15;23.06.2025;15:33:28;0,41;H;;
50000226446;PLM1;PLPA;UGP21;REGULACJA PRĘDKOŚCI POMPY.;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010123-002;FC MODELATOR AASTED;10079717;1-Modelator Aasted;90300020;ZWOL CZPT BrMt KWS  PRRO;24.06.2025;24.06.2025;LUGOWPIOT1;24.06.2025;07:30:11;12698245;1P;24.06.2025 07:32:56 CET PIOTR ŁUGOWSKI (LUGOWPIOT1) Regulacja prędkości pompy na zbiorniku B9911.;24.06.2025;LUGOWPIOT1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;24.06.2025;07:30:05;24.06.2025;07:45:00;24.06.2025;06:45:00;24.06.2025;07:30:00;0,25;H;;
50000226447;PLM1;PLPA;UGP32;AWARIA OBWODU BEZPIECZEŃSTWA;PLPA-PR-U32-012111;PREP. Kremu NUT;PLPA-PR-U32-012111-002;PREP. Kremu NUT/KJ;10108405;1-Pięciowalcarka W9302;90300020;ZWOL CZPT BrMt KWS  PRRO;24.06.2025;24.06.2025;KLOSIJARO1;24.06.2025;15:50:01;12699406;1P;24.06.2025 15:51:40 CET JAROSŁAW KŁOSIEWICZ (KLOSIJARO1) regulacja czujników bariery;24.06.2025;KLOSIJARO1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;24.06.2025;15:49:59;;00:00:00;24.06.2025;10:00:59;24.06.2025;10:30:07;0;H;;
50000226448;PLM1;PLPA;UGP31;WYMIANA GRZAŁKI;PLPA-PR-U31-011330;Nutella T200 glass;PLPA-PR-U31-011330-001;Nutella 200g;10107916;1-Kartoniarka T200;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;25.06.2025;25.06.2025;GOZDZJARO2;25.06.2025;16:07:13;12700738;1P;25.06.2025 16:41:12 CET Jarosław Goździk (GOZDZJARO2) Wymiana grzałki poprzecznej, podgrzewania kleju;25.06.2025;GOZDZJARO2;ZPM6;110;Przerwa w obwodzie;;;;ZPM5;108;utrzymanie ruchu;25.06.2025;16:07:07;25.06.2025;16:25:13;25.06.2025;15:31:07;25.06.2025;16:10:13;0,3;H;GOZDZJARO2;25.06.2025
50000226449;PLM1;PLPA;FACILITIES;NIE DZIAŁA WINDA EP060;PLPA-LG-001-100000;Magazyn wyrobu gotowego HUB;PLPA-LG-001-100000-008;Nowy łącznik transportowy;10239042;1-Przenośniki i windy B-Ready;90300020;ZWOL CZPT BrMt BŁKL KWS  PRRO;25.06.2025;25.06.2025;KIJAKJACE1;25.06.2025;16:45:19;12700880;1P;25.06.2025 16:47:20 CET JACEK KIJAK (KIJAKJACE1) Ustawienie fotokomórek na windzie;25.06.2025;KIJAKJACE1;ZPM6;110;Przerwa w obwodzie;;;;ZPM5;108;utrzymanie ruchu;25.06.2025;16:45:15;;00:00:00;25.06.2025;14:30:15;25.06.2025;15:20:43;0;H;;
50000226450;PLM1;PLPA;UGP21;Usterka przemiennika;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010169-001;FC PAKOWANIE IFC T110 1;10102882;1-Robot przekładacz IFC T110;90300030;ZWOL BrMt KWS  MOBI PRRO;25.06.2025;;KOWALROBE1;25.06.2025;19:28:37;12700674;1P;25.06.2025 19:29:28 CET ROBERT KOWALCZYK (KOWALROBE1) Parametryzacja falownika;25.06.2025;KUCHAKONR1;ZPM6;107;Awaria sterowania;;;;;;;25.06.2025;17:07:14;25.06.2025;20:00:48;25.06.2025;19:28:34;25.06.2025;19:28:51;2,89;H;;
50000226451;PLM1;PLPA;UGP21;USZKODZONY CZUJNIK;PLPA-PR-U21-010121;KINDER SURPRISE;PLPA-PR-U21-010121-008;KS Strefa transportu niespodzianek;10173263;1-Depaletyzator Profilex;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;25.06.2025;25.06.2025;PACUCPRZE1;25.06.2025;19:35:34;12700888;1P;25.06.2025 19:59:18 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Depaletyzator Profilex. Winda nr.4. Wymiana uszkodzonego czujnika pozyc;25.06.2025;PACUCPRZE1;ZPM6;108;Błąd pomiaru;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;25.06.2025;19:35:25;25.06.2025;20:16:44;25.06.2025;19:35:25;25.06.2025;20:01:44;0,69;H;PACUCPRZE1;25.06.2025
50000226452;PLM1;PLPA;UGP12;Blokowanie się robota od tacy A2;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10127015;1 - Zespół kartoniarek Abrigo;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;25.06.2025;;ANUSZADAM1;25.06.2025;19:37:33;12700889;1P;25.06.2025 20:10:49 CET Adam Anuszewski (ANUSZADAM1) Ustawienie składania tacy;25.06.2025;WILKMATE1;ZPM5;102;Zacinanie się;;;;;;;25.06.2025;19:36:18;25.06.2025;20:11:35;25.06.2025;19:37:30;25.06.2025;20:09:45;0;H;DOROZKRZY1;07.07.2025
50000226453;PLM1;PLPA;UGP12;Nie domyka displaya M1;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126856;1 - Zespół kartoniarek SCHUBERT;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;26.06.2025;;MACIESZYM1;26.06.2025;06:02:38;12701379;1P;26.06.2025 06:48:09 CET Szymon Macieja (MACIESZYM1) Regulacja zamykania kartonika;26.06.2025;STULEDOMI1;ZPM5;102;Zacinanie się;;;;;;;26.06.2025;05:53:23;26.06.2025;06:48:16;26.06.2025;06:02:35;26.06.2025;06:47:02;0;H;DOROZKRZY1;07.07.2025
50000226454;PLM2;PLPA;UGPCLA;Wymiana czujników;PLPA-PR-UCL;CONTO LAVORO;PLPA-PR-UCL-026569;Linia Kalendarzy KS T24/ G329;10173228;1-Linia pakujaca Kalendarz T24/KS G308;90300020;ZWOL DMNK KWS  NPT  PRRO;26.06.2025;26.06.2025;MUCHAADAM1;26.06.2025;08:14:32;12701446;PT;;26.06.2025;MUCHAADAM1;;;;;;;;;;26.06.2025;08:13:23;;00:00:00;26.06.2025;08:14:30;;00:00:00;0;H;;
50000226455;PLM1;PLPA;UGP12;Brak odrzutu kamer M2;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126826;1 - Zespół flowpacków  ACMA;90300030;ZAK  CZPT BrMt KWS  MOBI PRRO;26.06.2025;;KARPIDARI1;26.06.2025;08:23:50;12701505;1P;26.06.2025 08:56:31 CET DARIUSZ KARPIŃSKI (KARPIDARI1) Naprawa złącza wydmuchu;26.06.2025;JANUSCEZA1;ZPM6;110;Przerwa w obwodzie;;;;;;;26.06.2025;08:22:50;26.06.2025;08:55:48;26.06.2025;08:23:47;26.06.2025;08:55:48;0,55;H;DOROZKRZY1;07.07.2025
50000226456;PLM6;PLPA;UGP41;ODIZOLOWANE PRZEWODY GRZAŁEK OBL,WHITE;PLPA-PR-U41-011541;KB MINI 2. Modelator(OBLEWANIE)+PAKOWANI;PLPA-PR-U41-011541-001;KB MINI 2. Modelator(OBLEWANIE);10107963;1-Zbiornik B9951 White;90300020;ZWOL CZPT BrMt KWS  PRRO;26.06.2025;;KRZYSTOMA2;26.06.2025;13:50:48;12701858;1P;26.06.2025 13:52:21 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Izolowanie przewodów izolacją termokurczliwą.;26.06.2025;KRZYSTOMA2;ZPM6;107;Awaria sterowania;;;;ZPM5;100;Błąd konstrukcyjny lub zły montaż;26.06.2025;13:50:46;26.06.2025;13:55:28;26.06.2025;12:40:46;26.06.2025;13:40:28;0;H;;
50000226457;PLM1;PLPA;UGP21;Awaria listwy;PLPA-PR-U21-010121;KINDER SURPRISE;PLPA-PR-U21-010121-043;KS LINIA PAKOWANIA GR-07 5;10115319;1-Maszyna Pakująca GR07 - 5;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;26.06.2025;;BIEDRPIOT1;26.06.2025;15:50:15;12702982;1P;26.06.2025 16:14:23 CET Piotr Biedrzycki (BIEDRPIOT1);26.06.2025;SIERAAGNI1;ZPM5;102;Zacinanie się;;;;;;;26.06.2025;15:42:41;26.06.2025;16:54:56;26.06.2025;15:50:12;26.06.2025;16:14:07;1,2;H;;
50000226458;PLM1;PLPA;UGP32;USZKODZONA POMPA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012115;Dezodorator 2;10110229;1-Zespół pomp rozładunkowych z kolumny 1;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;26.06.2025;26.06.2025;KOWALHUBE2;26.06.2025;16:29:15;12702288;1P;;26.06.2025;KOWALHUBE2;;;;;;;;;;26.06.2025;16:29:13;;00:00:00;26.06.2025;16:29:13;;00:00:00;0;H;KOWALHUBE2;26.06.2025
50000226459;PLM6;PLPA;UGP22;DEMONTAŻ DO MYCIA.;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;PLPA-PR-U22-010320-002;KJ MODELATOR TARTUFINO;10107448;1-Przekładacz na transporter listwowy;90300020;ZWOL CZPT BrMt KWS  PRRO;26.06.2025;;GRABOROBE1;26.06.2025;22:15:58;12703323;1P;;26.06.2025;GRABOROBE1;;;;;;;;;;26.06.2025;22:15:56;;00:00:00;26.06.2025;22:15:56;;00:00:00;0;H;;
50000226460;PLM1;PLPA;UGP11;Zerwana sprężyna naciągu;PLPA-PR-U11;UGP11 RAFFAELLO;PLPA-PR-U11-010716;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;10138627;1-Owijarka;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;22.06.2025;;BAJORDARI1;22.06.2025;10:40:12;12696181;1P;22.06.2025 11:09:49 CET DARIUSZ BAJORYŃSKI (BAJORDARI1) Naprawa mocowania sprężyny owijarki.;22.06.2025;CZAPNGRZE1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;22.06.2025;10:38:10;23.06.2025;06:53:30;22.06.2025;10:40:09;22.06.2025;11:08:55;20,26;H;DOROZKRZY1;07.07.2025
50000226461;PLM1;PLPA;UGP11;Zablokowane formy na przenośniku;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-003;MODELATOR RAFFAELLO;10117910;1-Zespół chłodniczy 1;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;23.06.2025;;FLONTPIOT1;23.06.2025;12:25:44;12697164;1P;23.06.2025 13:40:19 CET Piotr Flont (FLONTPIOT1) Tel. 486714684;23.06.2025;BOCHYMIRO1;ZPM5;105;Zatkanie;;;;ZPM5;108;utrzymanie ruchu;23.06.2025;12:21:23;23.06.2025;14:14:08;23.06.2025;12:25:41;23.06.2025;13:39:54;1,88;H;DOROZKRZY1;07.07.2025
